city,lat,lon,pm25_2021_05_08,pm25_2021_05_09,pm25_2021_05_10,pm25_2021_05_11,pm25_2021_05_12,pm25_2021_05_13,pm25_2021_05_14,pm25_2021_05_15,pm25_2021_05_16,pm25_2021_05_17,pm25_2021_05_18,pm25_2021_05_19,pm25_2021_05_20,pm25_2021_05_21,pm25_2021_05_22,pm25_2021_05_23,pm25_2021_05_24,pm25_2021_05_25,pm25_2021_05_26,pm25_2021_05_27,pm25_2021_05_28,pm25_2021_05_29,pm25_2021_05_30,pm25_2021_05_31,pm25_2021_06_01,pm25_2021_06_02,pm25_2021_06_03,pm25_2021_06_04,pm25_2021_06_05,pm25_2021_06_06,pm25_2021_06_07
Fairfield,38.2592,-122.0324,0.0975,1.07708,1.05167,1.795,6.6175,7.12917,4.49333,4.88458,5.48,5.31333,2.76917,1.42125,1.59708,0.56625,0.99333,3.08875,4.32083,3.60708,1.45167,4.97958,2.69,4.77542,6.13542,8.0925,9.42792,7.11292,3.75875,4.87375,3.65125,5.40167,5.27833,1.38292
Naperville,41.7483,-88.1657,0.1575,3.665,2.78167,4.92667,5.63083,5.72208,6.62625,6.93625,7.56708,10.745,11.4875,11.36542,6.50083,5.26917,6.06625,10.53125,3.87958,10.54167,4.19708,2.60417,3.1225,1.37958,1.58167,9.28542,8.62542,14.7425,17.84458,12.23708,6.77292,8.31875,4.40333,3.25958
Bellevue,47.5951,-122.1535,0.11792,1.50625,3.49375,3.71708,4.85833,5.185,5.82833,6.18125,5.13042,6.32875,1.53583,1.5975,2.38958,4.54,7.14042,11.6375,3.10625,2.00292,2.17125,2.39292,3.99333,2.98042,4.33583,7.8325,10.84208,10.7625,13.28042,3.60667,1.53167,2.17708,2.40125,2.41167
Binghamton,42.1014,-75.9093,0.08458,1.55708,1.96,1.97875,1.76625,1.01625,1.61458,3.145,4.93833,4.86625,4.08333,7.86333,8.71625,10.16458,11.30125,10.33208,5.39083,2.9525,4.53042,9.96667,2.68458,1.3125,0.72667,0.77583,3.43083,7.76042,10.2775,3.44708,2.47292,7.70458,11.41,7.88708
Elkhart,41.6916,-85.9628,0.0225,1.05958,1.49125,3.55958,0.86792,1.77958,4.75,10.54625,9.37167,9.14125,8.065,9.3475,7.62167,6.03583,6.01875,8.49167,6.67917,5.715,6.24042,4.09292,4.25792,1.84417,2.00125,3.77125,5.94458,9.445,8.08417,9.72292,9.055,8.60333,6.71708,3.11083
Topeka,39.0346,-95.6955,0.08583,4.40458,1.42375,3.15583,4.12417,6.08375,3.63333,3.35625,4.63792,4.03458,4.90083,3.6225,1.13625,1.0125,0.92958,1.61792,2.50792,4.92208,2.61125,6.24625,2.73792,1.27875,3.04625,3.91917,9.1775,8.01083,11.78333,9.00417,5.30667,3.82875,1.57042,1.95583
Joliet,41.5189,-88.1499,0.19167,4.55667,2.64583,6.18375,5.49333,5.94958,6.17583,6.6375,7.70167,10.28625,9.08417,10.57833,6.42875,5.16167,6.00458,10.33083,4.15,11.1675,4.73167,2.62917,3.96208,1.56125,1.84333,7.67625,8.16625,12.75625,14.03792,12.09708,6.74542,8.62458,4.24375,2.82417
Beaumont,30.0849,-94.1451,0.35917,7.03875,7.80667,10.83792,11.21875,2.99833,5.2075,6.96208,6.02375,6.87042,5.63958,5.54708,1.935,1.91542,2.85458,7.09667,4.56333,6.36708,4.69542,5.82083,6.19583,4.83417,3.76333,5.90667,7.38458,7.08,16.99958,16.79125,5.52708,2.24208,2.53583,9.17125
Paterson,40.9147,-74.1624,0.86583,9.26708,3.67708,2.43208,1.69792,1.08,2.66667,3.37625,11.32,11.13667,10.53792,7.70042,10.65375,31.71917,13.73917,11.60208,4.33667,2.38,6.16417,12.91708,4.03833,2.21042,1.15958,1.04583,2.66333,9.93,13.99,11.53542,3.7925,10.1775,13.74,17.545
Merced,37.3057,-120.4778,0.33208,2.62375,1.77792,2.98167,5.50458,6.40042,8.13625,6.17375,3.92042,7.43792,8.05458,4.16083,3.60208,2.71667,1.285,3.20333,3.70292,5.16167,2.80333,5.30792,5.045,5.25875,6.52667,7.58958,10.99583,9.65333,9.82625,7.25667,6.24542,4.84083,6.85042,4.44625
Pueblo,38.2705,-104.6112,0.13375,3.40833,0.75417,0.54042,0.63583,1.24708,3.23333,4.77958,3.76625,2.44333,1.42875,1.03042,1.86833,3.43417,3.94542,2.58125,1.93542,3.01792,3.26375,3.985,3.80792,3.45208,3.53083,1.15917,0.69625,1.95875,2.50208,3.85958,4.99542,5.95708,3.305,4.1825
Tyler,32.3184,-95.3062,0.26167,6.98958,3.38583,2.78792,2.6675,5.03708,4.72292,5.84,5.24917,5.7375,1.70917,2.88333,0.89667,1.21958,1.66042,5.32167,4.61542,3.31792,3.00208,4.16833,5.06833,4.25917,5.48167,4.54542,5.60542,5.00833,4.45125,6.80125,10.25708,2.45875,1.90583,3.59208
Torrance,33.8346,-118.3417,0.16667,4.21167,7.1175,6.09333,6.01542,6.37917,5.35167,3.3125,2.31708,3.1625,2.56417,3.61667,4.51417,4.47583,5.56958,3.4525,7.31875,8.82292,9.10083,6.665,5.66167,6.4275,5.33375,6.66417,7.28583,8.08958,8.69,4.23375,7.70625,4.23375,3.365,4.79292
Yuma,32.5992,-114.5488,0.475,8.37875,11.0125,10.11875,8.94125,9.47375,8.62292,9.21375,12.47083,7.81875,5.22375,10.57333,10.42708,6.52167,4.32625,2.67875,8.98417,6.09583,7.5725,9.98375,7.20792,9.23583,8.65667,7.23417,6.71792,6.39875,9.16458,14.18958,14.58125,8.85042,15.52875,16.3625
Metairie,29.9977,-90.1780,0.255,7.06083,7.1525,8.6225,12.31125,6.895,4.06667,6.35917,8.29042,6.055,6.84833,5.20625,5.45042,7.17917,7.14375,6.72375,5.16583,5.93625,5.57083,5.59833,5.25917,5.33083,3.79375,6.22958,8.04292,9.08042,10.92542,5.80292,5.96083,3.83125,3.785,9.55208
Surprise,33.68,-112.4524,0.26458,5.12125,5.64708,5.13458,9.65083,6.25875,7.76667,20.24667,5.76542,5.92333,6.90667,7.49333,7.87542,6.3125,3.86125,6.35833,2.36583,3.2725,6.03875,7.0325,8.70667,6.21333,4.56833,12.995,4.57583,4.02667,4.3825,4.59125,5.11917,7.1175,7.35583,6.77458
Columbia,38.9478,-92.3256,0.20708,3.54208,1.835,4.11167,5.42375,2.66917,3.93417,3.87417,4.97375,4.79,6.27208,3.08875,2.34,1.90917,2.8875,3.75167,6.43042,5.355,2.2025,3.4025,2.2325,1.28917,1.86125,5.72,6.61417,9.53542,13.70375,11.39542,7.21333,4.08833,3.19417,1.13
Athens,33.9508,-83.3689,0.12875,4.72417,5.97167,4.65042,4.0025,3.23417,2.5275,5.725,7.12583,8.20792,9.08833,5.9375,4.69,2.80708,5.10333,7.7225,9.96083,9.73375,14.22583,12.44083,7.605,3.875,2.29417,3.03208,4.21625,5.765,4.645,2.90542,5.45542,10.92708,4.29125,3.38125
Roseville,38.7703,-121.3196,0.08292,1.24042,0.81833,1.37792,2.64958,6.84792,7.08167,7.19958,4.82042,6.76833,5.39958,3.465,2.93625,0.77083,0.73458,1.74583,4.36542,4.88625,1.76792,4.05958,4.79667,6.3025,7.30958,7.01208,8.5975,8.50458,6.67625,7.0875,5.76417,5.67542,6.25167,2.82708
Thornton,39.9197,-104.9438,0.50042,4.23917,1.65375,1.4175,4.59292,18.50667,12.43417,4.24792,2.42375,2.4625,3.17417,4.57417,10.49667,11.34583,4.79458,4.03583,3.29625,5.06958,4.5375,7.17208,5.765,5.99,3.66458,1.1625,2.0475,7.31667,5.47167,7.51833,8.62542,11.68667,3.56583,6.98292
Miramar,25.9773,-80.3351,0.50708,6.74208,6.60458,5.40583,7.85042,6.97667,5.95042,3.33667,4.97375,4.16458,3.44167,2.91833,4.06417,4.12667,4.62792,3.96375,3.48167,3.59792,3.81292,7.5025,9.53167,9.57333,4.89042,3.45292,5.28625,1.75208,2.62958,3.40042,5.86167,5.82292,7.48042,7.15958
Pasadena,34.1597,-118.1390,0.86833,28.94,28.21958,16.94292,30.87167,30.79875,28.345,26.185,8.74417,4.0925,10.11208,29.2725,27.36667,10.95083,5.28708,7.54,11.7275,11.0325,23.33208,21.33375,26.655,35.39,17.04625,30.34958,29.3075,31.83042,24.76458,28.70667,22.96583,14.92833,9.90708,6.63
Mesquite,32.7623,-96.5889,0.48458,6.16417,4.85708,2.48458,2.75083,4.91125,4.71917,5.87292,7.03542,5.84542,4.51,2.78542,2.24,1.92833,1.36167,3.66875,6.00875,4.02,2.04625,3.94667,5.05417,4.78708,4.46833,4.52458,5.81,5.43125,6.97167,3.6825,7.57667,3.59417,4.22667,3.82542
Olathe,38.8832,-94.8198,0.09792,3.78542,1.84917,5.36958,6.3175,4.12833,3.26958,3.14542,4.68542,5.30458,4.71292,2.90208,1.47292,1.13917,1.1675,2.07125,4.62417,6.24458,2.24792,5.06708,3.28875,1.77375,2.34708,3.63292,5.80667,6.31792,9.6725,9.74917,6.66917,4.89208,1.84833,1.36333
SantaMaria,34.9334,-120.4432,0.20583,5.015,3.55333,4.28542,6.61708,6.92708,3.56625,2.80917,2.70542,3.765,2.65875,2.20833,2.56708,2.53083,3.34042,3.78875,3.66,3.82375,2.7775,3.4325,3.81208,3.03708,5.46292,6.67833,7.21833,9.2625,6.24583,1.98917,2.6925,3.41917,4.41708,4.76333
Houma,29.5799,-90.7058,0.41125,8.77208,7.05542,9.27542,12.47833,9.51417,4.3,6.03042,7.21708,5.97708,5.59,4.77833,4.06208,5.02125,6.36167,6.44375,4.19583,3.93583,3.9,3.44917,4.63917,3.50208,6.57042,6.42417,9.02583,10.43292,21.125,4.21042,5.0,2.68917,4.42167,9.31917
Carrollton,32.989,-96.8999,0.36833,6.37875,4.31542,2.68875,2.55333,5.02958,5.28167,7.05125,7.60625,6.23583,5.3775,3.1375,2.94417,2.74083,1.95875,3.66333,6.63625,4.64542,2.265,3.66167,5.02667,6.04708,4.4225,4.82,6.82833,5.28208,6.6075,4.63083,9.06708,4.42833,4.22417,4.64958
GrandJunction,39.0876,-108.5673,0.15125,2.87458,3.74375,0.8825,0.94875,1.50833,2.54833,3.77542,4.40958,3.18042,2.70083,2.11417,1.93333,6.23208,5.1525,2.10875,4.32917,1.515,1.75042,2.41083,3.61042,3.82333,4.33875,4.32083,1.95542,1.55292,1.75833,1.83167,2.06,3.22833,4.60167,4.76083
Charleston,38.3484,-81.6323,0.18583,2.1475,2.12583,2.69667,5.12083,1.90167,2.67875,5.29292,5.195,6.63708,6.93458,4.425,6.48833,6.54708,6.88125,13.23958,9.19542,4.62042,6.42417,7.21083,7.46042,4.98292,2.60833,3.33,6.86333,9.23292,7.17958,1.79208,6.585,8.6225,6.07583,2.415
Orange,33.8038,-117.8218,0.22125,5.53958,6.53042,5.78542,10.64167,18.77458,13.87,15.245,2.90125,2.82125,6.08375,9.26167,8.90167,4.315,5.06333,4.35583,8.38292,18.12708,10.935,7.83,6.70708,8.22958,5.74792,7.73833,8.75583,12.99917,18.24625,7.41042,7.17333,4.25083,2.92125,4.34875
Fullerton,33.8841,-117.9279,0.22875,5.53,8.03667,6.11625,12.35708,14.23042,10.4825,11.62542,2.57667,3.11583,4.23375,10.855,7.46167,4.16125,5.88875,4.13167,9.99917,25.10333,9.91042,7.91583,6.60083,8.5,5.89042,9.68375,9.25,14.24667,15.85167,6.08583,7.8675,4.01083,3.00792,4.34875
Greeley,40.4151,-104.7706,0.25292,3.77458,0.98875,0.51083,0.87833,9.23958,8.51083,2.64708,1.48833,1.17417,1.52208,1.31542,6.58417,7.38958,7.18417,4.19042,2.05208,3.17625,3.45583,5.4675,5.44792,2.62625,2.99167,0.92375,2.165,3.2175,2.69583,7.40333,7.665,8.31958,3.08708,6.395
Carolina,18.4054,-65.9792,0.15458,3.89,4.30833,4.98375,4.52958,3.165,5.05083,4.99167,5.40833,4.27833,4.39667,4.13917,5.52083,5.92833,5.29542,4.36875,5.04083,5.3925,3.73875,3.21833,4.5025,6.02375,4.14667,4.21958,4.4125,4.53,4.54208,4.23625,4.8775,4.67708,4.77417,3.55792
LasCruces,32.3265,-106.7892,0.47417,6.74417,5.90958,5.07708,4.82458,12.60625,8.31208,3.74167,3.22875,6.26958,5.57417,2.94708,4.07417,6.295,4.31833,6.48875,5.68,4.39417,3.85917,4.36458,4.74,4.92375,7.85583,9.035,5.49417,6.99583,3.39958,4.87042,3.40958,7.9025,51.03875,6.8925
PanamaCity,30.1995,-85.6004,0.22375,3.93792,6.99708,7.92458,5.43458,4.02542,3.34208,4.46333,4.6175,5.71417,6.09167,2.5575,2.08958,2.8075,4.51,4.41333,3.485,3.74667,5.45917,7.75583,6.20708,4.645,4.00625,3.945,6.69083,6.12375,6.20333,6.73083,4.22,3.79542,4.44625,4.48208
Harlingen,26.1917,-97.6976,0.40792,7.28083,8.99042,8.43833,9.20583,5.21708,3.19833,5.68167,6.52958,3.54667,7.945,9.84417,7.66,3.98208,3.72458,4.04625,3.58583,4.0175,5.88625,7.19875,7.01625,6.505,7.50208,3.55583,4.68917,6.48667,7.4675,8.18042,4.4425,4.78875,4.17125,5.58292
WestValleyCity,40.6889,-112.0115,0.10083,2.44083,2.94292,1.91292,2.04083,8.44458,8.30708,8.00792,8.0975,6.05833,7.77583,8.91042,6.21583,6.25958,4.20083,5.90917,2.41833,2.97917,6.755,3.21083,5.18125,6.56417,2.34792,6.09792,8.58167,5.89708,5.2425,6.65917,6.62958,9.61417,6.9075,5.68125
Hampton,37.0551,-76.3630,0.20583,2.84167,3.94083,6.19583,4.42292,3.45333,6.55083,9.785,6.68083,6.23333,5.55792,3.51292,10.46542,7.64375,4.73208,6.11292,9.51458,8.33,4.73083,13.66875,13.38875,13.04542,6.65333,0.81667,3.67208,4.785,4.74667,1.57375,0.80875,5.6475,5.92875,3.88417
Warren,42.4934,-83.0270,0.15708,2.12417,4.16583,5.65667,2.68208,2.39625,13.16292,11.19542,9.67583,10.72625,15.91042,25.21042,18.29208,23.47917,14.61167,10.20958,5.71417,8.26083,7.60417,4.09625,2.1225,1.33292,1.09875,4.39917,9.14875,13.12125,14.72083,14.44333,11.3025,10.15625,8.19125,5.91333
Mauldin,34.7849,-82.3005,0.08625,2.72708,4.8425,3.88708,3.90708,3.31083,3.76,5.2075,7.20833,8.9375,11.7575,9.77042,5.83625,4.0125,7.51542,9.29167,8.07833,11.51083,13.37333,12.14167,6.3125,4.56583,2.47417,2.10625,6.015,8.29583,5.67375,2.72583,2.95125,5.08917,4.11833,2.63042
Bloomington,40.4757,-88.9703,0.07708,2.35292,1.40542,2.72333,3.39917,2.37,3.41292,4.86708,9.41458,9.26875,8.53792,10.4425,4.98,5.14,4.95958,6.64083,6.72917,10.60625,4.49875,3.45,4.87125,2.02875,2.5225,4.77375,8.41542,12.65458,11.93708,11.27375,10.245,8.51375,3.84292,2.87792
CoralSprings,26.2702,-80.2591,0.4075,5.54083,6.25875,4.47583,6.04083,5.42042,6.79958,3.16667,4.39875,3.70417,2.80958,2.77542,3.93458,4.14042,4.49792,3.71,3.17167,2.76,3.39833,6.49583,7.47417,8.37083,6.49208,4.555,4.57167,1.35,2.31917,3.49417,5.27375,6.335,8.21625,6.12417
RoundRock,30.5254,-97.6660,0.1825,5.86708,7.29708,4.54208,3.59167,3.40667,6.14583,6.23375,5.655,3.39917,5.50833,5.32,2.18208,4.20875,5.10208,1.97917,4.8575,1.68125,1.76292,4.965,4.71583,3.875,3.56875,4.53875,8.24125,4.37667,5.00458,4.10583,3.9925,2.89,2.70417,4.61708
Yakima,46.5923,-120.5496,0.02083,0.51583,0.78708,1.48208,1.78667,4.02875,2.94,3.065,1.7975,2.92333,3.30208,0.5,0.5075,0.50333,0.74542,2.5825,2.14583,0.52542,0.58708,0.8075,0.8675,0.77417,1.52333,1.8175,4.19917,4.0925,5.125,3.19833,0.95792,0.76042,0.63458,0.54708
SterlingHeights,42.5809,-83.0305,0.18667,1.36792,4.19875,4.09167,1.27125,1.99125,10.23542,11.68792,8.87667,10.455,15.22625,27.88958,19.19875,25.46333,14.015,10.46958,5.48708,7.94917,7.78542,3.90958,1.24333,1.03958,0.80333,3.71,9.7675,12.7775,15.36917,14.82542,12.14,10.09875,7.82458,5.91333
Kent,47.3887,-122.2129,0.09667,1.42583,4.34917,3.76542,5.09708,6.22,6.08042,6.75708,5.68833,8.29375,1.8025,1.59792,2.48042,4.49167,6.23625,9.31167,2.20167,1.985,2.23167,3.75125,4.04208,2.88292,4.97125,10.02167,10.4875,11.0825,15.9175,5.30125,1.78458,2.14458,2.16333,1.36458
Burlington,36.0758,-79.4686,0.09958,2.06167,2.86833,5.01,4.26542,3.42958,2.54708,4.18375,6.04958,6.29333,11.21375,7.14042,4.70792,4.1575,6.06542,6.69625,8.96042,8.60208,10.97583,13.67875,5.00083,4.84583,2.71625,1.165,4.45167,4.85375,3.06333,1.34625,2.39375,4.47,3.94417,3.05917
Bellingham,48.7543,-122.4687,0.05125,1.35208,3.33458,5.98375,8.57875,12.12458,14.21792,9.4675,6.4425,5.67292,1.465,0.72833,1.66417,3.58333,6.96292,7.25667,3.17042,1.51542,3.63667,2.10958,2.545,1.75542,4.48542,10.03583,13.37917,18.01333,13.35875,1.57792,2.135,3.07833,2.34,1.38208
SantaClara,37.3645,-121.9680,0.13083,4.26125,3.22917,7.18167,11.54875,14.59667,10.9,4.27583,4.18667,5.43542,3.09292,1.5125,2.13333,2.20417,2.5075,6.01458,3.61625,4.12542,2.03458,6.03875,2.63583,4.215,5.45833,7.84333,12.67167,11.94833,5.18,3.50333,3.04,3.55,4.65208,2.74542
Racine,42.7274,-87.8135,0.04542,2.40292,1.54625,0.77125,2.36042,4.04792,23.28167,10.90333,10.01875,14.85333,20.43542,13.36833,10.09583,10.65625,6.93333,8.67167,3.15333,11.90625,4.35708,2.4425,0.62667,0.81708,1.45958,3.5975,12.24208,15.86167,19.99833,22.68125,6.68042,8.18292,7.2425,4.22042
Greenville,35.5956,-77.3768,0.2625,3.11708,3.5125,6.86792,5.41958,3.59792,4.46333,4.97375,5.22792,4.88,3.91333,2.41375,2.90333,5.92625,3.36833,3.6175,8.98458,9.95417,9.38875,12.82625,10.14875,9.59875,6.70917,0.77917,2.91875,4.05625,3.39583,1.98083,1.05458,5.19,4.05875,4.70792
Stamford,41.1035,-73.5583,0.41417,3.89292,3.86333,2.23042,2.04958,1.11083,2.31792,5.25917,13.255,14.34958,13.50208,9.46583,10.92167,17.68208,20.99083,10.47625,3.86,1.48583,5.64542,17.30958,4.54083,1.79875,1.0275,0.85667,2.57417,12.44375,15.79167,8.26875,6.36208,12.115,16.7625,28.36292
Elizabeth,40.6657,-74.1912,0.48625,6.49417,4.30542,4.48292,2.9375,2.4075,5.66,9.815,23.70583,16.3525,12.62875,10.99417,18.11042,19.92292,9.24833,12.05208,4.55125,1.85458,3.26958,16.52833,6.55667,3.18792,1.84583,1.88167,3.24708,11.23792,11.36083,6.32583,4.61208,13.33208,18.37375,17.94
JohnsonCity,36.3406,-82.3803,0.13833,2.80083,3.44917,2.86958,4.11792,2.5775,2.80875,5.47,4.92417,8.90958,8.54333,7.07792,4.87667,4.76,7.24375,11.71958,11.31042,10.93,9.26042,8.99375,2.45333,2.8825,2.04125,2.45458,6.35542,8.49333,4.06417,1.54,2.43083,3.09958,3.46583,1.46708
Lynchburg,37.4003,-79.1909,0.14917,1.50042,2.64458,2.24583,3.72792,2.84875,4.24958,4.17792,3.35125,7.56792,9.18417,7.31917,7.10833,7.22458,9.12292,8.40458,10.4975,7.56333,8.33333,12.71083,3.43958,4.77625,1.60542,1.14417,3.54917,7.55792,4.85208,1.54875,2.05292,5.97292,4.79667,3.23167
SimiValley,34.2663,-118.7490,0.255,10.37792,9.26958,7.55292,8.67625,7.55042,6.45042,4.95625,3.26292,3.57083,3.96375,5.0775,8.7275,7.595,3.34917,5.34,5.9425,5.9025,9.15667,16.33625,12.65792,10.66542,10.44375,10.27417,8.95958,10.29708,11.33833,12.71458,10.67042,7.35125,3.76917,5.46792
FortSmith,35.3493,-94.3695,0.11833,5.28792,3.18542,1.53125,2.84458,3.78,2.43667,4.155,6.83375,7.05583,1.41417,1.46,1.48,1.22667,1.575,3.20042,5.89208,4.18208,3.64625,3.20875,4.25417,3.04042,1.98083,2.75667,6.91208,6.21458,4.02292,4.99667,5.89,5.22,1.64167,1.14875
Kenosha,42.5864,-87.8765,0.04292,3.21167,1.53167,0.70875,2.57208,3.79292,27.62042,11.46917,10.2475,14.61083,19.90875,12.85708,9.59375,9.92458,6.63833,9.85375,3.19042,11.84208,4.27417,3.52083,0.74667,0.85875,1.3675,4.00417,12.72667,19.36,18.49792,23.24542,5.97875,8.17542,7.26708,5.20167
Norman,35.2335,-97.3471,0.54792,6.83833,2.74583,1.49375,2.51667,5.6875,4.50083,5.52042,6.10708,5.1575,1.52208,2.97292,1.74667,1.3325,1.28958,2.12375,3.78125,3.08625,1.44125,2.04375,2.90042,2.86167,3.8125,3.26583,6.14625,5.08958,4.06917,2.90833,4.08667,5.60792,1.65875,1.68708
SouthLyon,42.4614,-83.6526,0.07167,0.98625,2.69542,2.66333,0.76833,2.29542,4.94333,5.09042,5.76083,10.96458,16.31042,23.04292,15.45917,16.04375,10.4425,8.86708,6.14667,5.48458,6.83417,3.40458,1.35958,1.05333,0.925,3.62875,6.9475,12.14875,14.88667,8.92167,10.665,9.97333,6.96042,2.51875
Boulder,40.0249,-105.2523,0.23417,3.60583,1.57125,1.10792,4.53583,19.14875,6.30167,4.71792,3.00958,2.59875,2.59667,3.38125,6.47375,9.19375,4.07583,4.51625,2.61917,4.11417,3.7325,4.93542,7.09375,7.3125,3.88,1.7025,1.67833,4.60792,3.29958,5.24458,7.38333,10.19792,3.01208,4.64042
Abilene,32.4543,-99.7384,0.22042,5.21,3.52833,2.92708,0.91625,2.93667,4.30458,5.11,3.28875,1.12875,1.23833,0.92958,1.44667,2.13042,4.005,0.85917,1.58042,0.98375,0.73792,1.72875,2.55375,1.99208,2.59333,3.4875,2.44292,2.62542,2.9225,2.04333,2.41292,1.79667,3.17417,4.98167
LehighAcres,26.612,-81.6388,0.1,4.38458,4.66,4.84375,4.13792,4.94333,5.06958,3.05833,3.87458,3.58,3.40042,2.80917,3.09083,3.78417,4.09833,2.93542,2.665,3.74333,3.54083,6.9575,7.51667,7.9175,5.905,4.38083,12.21083,1.725,2.73375,1.96917,3.53458,3.13458,5.73167,6.47083
Pearland,29.5585,-95.3215,0.30833,8.39583,9.18375,11.09583,11.23917,3.16208,8.12167,10.92542,6.77,7.7675,8.0675,8.35292,3.565,4.31542,3.83333,5.35542,5.95792,4.63125,5.69042,6.39083,9.0875,6.7275,4.16583,6.80792,7.78625,9.05208,26.9925,19.85125,2.15208,3.92042,3.78417,8.93
Berkeley,37.8723,-122.2760,0.29375,4.295,4.30625,7.79042,11.24083,9.345,4.98,4.2825,5.27375,5.18792,2.67833,2.45583,2.35167,1.32292,2.65042,5.26708,3.89125,4.3125,3.2425,5.68583,3.39208,5.21958,5.67292,7.87042,8.41792,7.77458,2.91875,3.1575,3.8775,4.385,4.93542,2.4925
Richardson,32.9717,-96.7093,0.36833,6.37875,4.31542,2.68875,2.55333,5.02958,5.28167,7.05125,7.60625,6.23583,5.3775,3.1375,2.94417,2.74083,1.95875,3.66333,6.63625,4.64542,2.265,3.66167,5.02667,6.04708,4.4225,4.82,6.82833,5.28208,6.6075,4.63083,9.06708,4.42833,4.05708,4.58667
Redding,40.5698,-122.3650,0.02083,0.58,0.5625,0.83,1.87083,3.69708,4.30375,3.30542,1.46917,3.04208,5.95042,0.55417,0.80667,0.5,0.5,0.62833,1.57583,1.21917,0.555,0.77167,1.37125,0.80292,1.46125,2.08292,2.83,3.97792,5.27292,2.75667,0.69625,1.12625,1.20708,0.80375
Arvada,39.8321,-105.1511,0.27833,3.36708,2.01208,1.83667,4.06125,16.73042,4.9,5.57375,3.98417,2.58125,3.13708,3.46292,9.56458,5.77208,3.72417,3.08875,2.5675,6.09667,3.50667,4.94125,7.67833,6.46125,3.99792,2.15542,1.77042,6.58542,3.78458,4.62125,8.31333,9.05417,2.92083,5.98792
EastLosAngeles,34.0326,-118.1691,0.32292,8.8425,12.37042,8.515,15.17208,14.39958,12.06042,9.17375,4.06542,3.67542,5.43375,17.2725,10.49125,5.64875,11.06292,5.6925,17.41208,25.87625,22.54458,12.32708,10.77792,18.64208,8.43083,12.3475,13.15667,23.12958,21.18542,11.99042,16.58792,7.69792,6.29833,6.63
St.George,37.077,-113.5770,0.36542,7.38917,3.39042,1.92,1.58125,2.73375,4.12417,5.70833,9.36542,5.7275,4.47458,3.83417,4.67417,8.73708,6.46667,3.93917,1.50042,1.11792,2.2725,6.05708,5.94875,5.53667,5.96583,5.31708,3.14833,4.0675,6.24042,8.12875,8.32375,8.40167,7.2425,5.54833
Billings,45.7891,-108.5524,0.02333,0.5,0.50042,0.92458,1.53292,0.85417,1.52083,1.75542,2.01958,2.28083,3.05583,2.51875,1.25917,2.93625,0.92792,2.25583,1.12458,0.5,0.5,0.72167,1.49458,1.51458,0.74167,1.34042,1.68417,1.34208,1.9775,1.98708,2.15458,1.795,1.195,1.57708
YubaCity,39.1357,-121.6381,0.06542,0.84625,0.65,0.97125,2.33708,5.26,7.3375,6.93208,5.19958,7.07958,5.67333,3.39,3.17708,0.54417,0.52458,1.16583,4.08208,4.87917,2.39833,2.72292,5.27542,5.81083,6.93417,5.62458,6.10083,7.51083,6.89042,7.07708,7.66417,5.07875,5.88458,2.53458
Rochester,44.0151,-92.4778,0.02792,0.65625,1.3825,0.80458,1.57,2.30208,2.56083,3.6975,4.24417,3.41167,6.91833,7.10708,1.89792,2.50167,1.38708,2.095,1.66542,2.62292,1.87125,2.10542,0.64042,1.32417,2.21583,3.19708,5.38292,4.55667,4.745,3.35708,4.17542,5.82208,3.29333,1.70167
Leominster,42.5209,-71.7717,0.14292,2.01875,1.54083,1.85375,1.08167,0.6175,0.7925,1.38708,2.59833,4.22542,3.54542,3.815,3.49542,6.52875,9.69292,12.55583,1.95417,1.32625,7.13,13.32583,3.71083,1.46375,0.75,0.84167,0.94708,6.19,13.13458,5.3525,2.79042,6.36833,11.26792,17.47583
Kingsport,36.5224,-82.5453,0.15458,2.61458,3.76625,2.50792,3.89667,1.63208,2.83625,3.70292,4.65833,9.22375,10.00375,7.45083,5.17083,5.1075,7.11083,10.30333,10.39625,10.50208,8.37833,8.22875,2.18042,3.87625,1.82292,2.22625,6.70042,9.12958,4.75333,1.65833,2.41958,3.7575,4.72292,1.91625
Duluth,46.7756,-92.1392,0.11583,1.63333,0.93542,0.98167,2.595,2.55167,4.24458,3.14917,6.0525,8.785,3.9525,10.88042,4.09917,2.49208,1.83917,2.7775,1.1375,3.04125,2.64208,0.5175,0.6325,0.80958,2.87,3.18792,4.86625,8.16333,8.36542,4.18333,6.66125,8.1025,6.13333,4.02958
RockHill,34.9416,-81.0244,0.07083,2.89792,4.66417,4.54042,4.0575,3.60083,3.09875,7.23708,6.46292,7.61375,9.0,8.68208,4.5325,3.84458,6.67083,5.62708,8.47083,9.14375,13.30667,11.48917,8.00625,5.10958,1.98917,1.44375,4.17083,6.21083,3.52625,1.43083,2.32708,3.34583,4.01625,3.51292
Gilroy,37.0047,-121.5855,0.11458,5.075,4.82375,8.37458,10.83625,13.88542,7.08792,2.81833,3.67958,4.13708,2.82375,2.31417,2.11167,1.97208,2.62583,4.21583,3.2625,5.41292,2.69083,5.085,3.74417,3.9525,5.62542,7.95417,10.815,11.25,5.515,3.00875,4.27542,3.51708,4.25708,3.10625
