city,state,country,dim_1,dim_2
Twining,MI,US,0.22830684,0.105012074
Roslyn,SD,US,0.19843249,0.15824771
StandingRock,AL,US,0.2261212,0.1213845
Orrville,AL,US,0.19658108,0.13294089
ElCaminoAngosto,TX,US,0.14148964,0.26273194
Fredericksburg,IN,US,0.256453,0.16741863
NewBaltimore,PA,US,0.2606822,0.07032023
PilotMound,IA,US,0.20250101,0.15297209
Shongaloo,LA,US,0.15927473,0.23774019
Newtown,MO,US,0.2087245,0.169989
Melvin,TX,US,0.15323745,0.28320834
HorseshoeBeach,FL,US,0.18571988,0.11852626
Sunshine,CO,US,0.17779388,0.1931357
Idledale,CO,US,0.15849444,0.16339307
Sauget,IL,US,0.2614027,0.12791345
SwanLake,MT,US,0.18418753,0.16576482
OldMillCreek,IL,US,0.23422863,0.08179362
Casa,AR,US,0.18979238,0.25452965
Silverstreet,SC,US,0.23095576,0.13707171
Soham,NM,US,0.1617543,0.1860512
Sedgewickville,MO,US,0.22373714,0.17606772
Orlando,OK,US,0.19185582,0.20657922
McDougal,AR,US,0.23147012,0.17918095
Haverhill,IA,US,0.20421478,0.14384598
Tooleville,CA,US,0.22308108,-0.022662641
Lavina,MT,US,0.18011199,0.19235042
McIntosh,SD,US,0.1903868,0.17895077
MeadowviewEstates,KY,US,0.2797568,0.14020388
Winton,MN,US,0.20929748,0.15745227
Utopia,TX,US,0.15475018,0.2708833
Winstonville,MS,US,0.19313544,0.18344484
Muscotah,KS,US,0.1979325,0.20007358
Burdette,AR,US,0.22510761,0.18021473
LaTour,MO,US,0.20937142,0.20717254
IronCity,TN,US,0.21812582,0.1723873
Woolsey,GA,US,0.22663914,0.08136172
Lisbon,LA,US,0.1610885,0.23399213
Bromide,OK,US,0.17751463,0.25556877
SanLorenzo,NM,US,0.17222351,0.13966943
Delavan,MN,US,0.20878388,0.14451532
Rondo,AR,US,0.20393875,0.18958092
Antares,AZ,US,0.20313476,0.070945114
Selfridge,ND,US,0.19307908,0.17224051
Lohman,MO,US,0.21590064,0.22939992
Wainiha,HI,US,0.15071426,0.21352738
Force,PA,US,0.25820154,0.0893743
Robeline,LA,US,0.13487276,0.23440117
Stuart,OK,US,0.17520742,0.24372244
FalconMesa,TX,US,0.143744,0.23578775
WestGlacier,MT,US,0.17594916,0.17620362
SaltRock,WV,US,0.26560485,0.13844521
Troutdale,VA,US,0.21377,0.15865625
Florissant,CO,US,0.17644922,0.1908653
Parkdale,MO,US,0.2344037,0.18948554
PumpBack,OK,US,0.17916341,0.24207565
GeneAutry,OK,US,0.17200881,0.24144426
Rebecca,GA,US,0.19753882,0.0782275
GrassValley,OR,US,0.17400996,0.11305916
Coxton,KY,US,0.23030864,0.14998148
Woodbine,KS,US,0.19687809,0.20383137
Barclay,MD,US,0.24755615,0.013927093
Steen,MN,US,0.21481422,0.1393689
Smithboro,IL,US,0.24704845,0.12962568
Starrucca,PA,US,0.21805522,0.110713154
Mansfield,SD,US,0.21329941,0.14857304
FrenchCamp,MS,US,0.18113889,0.19612373
Farnam,NE,US,0.18080689,0.19534177
Burkittsville,MD,US,0.24878275,0.036027227
OldShawneetown,IL,US,0.24713282,0.16827554
Albert,KS,US,0.17819375,0.20242395
NorthLawrence,OH,US,0.26768014,0.09581688
Lewisville,OH,US,0.26998612,0.11150081
MockingbirdValley,KY,US,0.2797568,0.14020388
Bern,KS,US,0.19401911,0.19329481
Combs,KY,US,0.23822449,0.15776072
HolyCross,AK,US,0.19141707,0.18815278
Burgoon,OH,US,0.25920072,0.09509402
Neskowin,OR,US,0.16716596,0.15884376
Alvordton,OH,US,0.24193995,0.10191614
Coburn,PA,US,0.25767884,0.082839206
Cannelburg,IN,US,0.26123634,0.14411218
MissionHill,SD,US,0.20391107,0.15773101
Coffey,MO,US,0.21878934,0.1751491
Manitou,OK,US,0.16802914,0.2268262
Deming,WA,US,0.17456026,0.17750698
GoldenValley,ND,US,0.18885154,0.15923397
WestPoint,IL,US,0.2304521,0.14745149
Jolly,TX,US,0.1617669,0.23286314
Wendell,MN,US,0.21059687,0.14215839
Volin,SD,US,0.20391107,0.15773101
LimeRidge,WI,US,0.22978915,0.11803265
Rehrersburg,PA,US,0.24633488,0.014111787
Scotland,VA,US,0.250169,0.06402001
McKnightstown,PA,US,0.2517019,0.051565737
Istachatta,FL,US,0.18023849,0.06827752
Adamsburg,PA,US,0.28963816,0.0745697
DesArc,MO,US,0.22313906,0.21421105
Weinert,TX,US,0.15630051,0.24419202
BuckCreek,IN,US,0.25484943,0.1305631
Lookeba,OK,US,0.17460132,0.22029497
Barronett,WI,US,0.21480556,0.121126205
Longstreet,LA,US,0.13262287,0.25225267
PinionPines,AZ,US,0.19267425,0.09373811
Rosalie,NE,US,0.20785539,0.16141152
Streeter,ND,US,0.19239111,0.15144339
Fidelis,FL,US,0.18834856,0.1076471
Kittrell,NC,US,0.25096944,0.082214646
Ogema,WI,US,0.20833354,0.13943212
Butlerville,OH,US,0.27420598,0.12614106
Whitehorse,SD,US,0.1923524,0.17573762
LittleSioux,IA,US,0.22477607,0.14910802
Mendon,MO,US,0.22134644,0.17900722
BurrOak,KS,US,0.1835405,0.19401357
JunctionCity,GA,US,0.2195971,0.07915514
Woolstock,IA,US,0.19583274,0.14606704
Golovin,AK,US,0.16862665,0.19391455
Hannasville,PA,US,0.25860682,0.093340434
Circleville,KS,US,0.1968791,0.20203291
Freistatt,MO,US,0.19104193,0.2499716
St.Louis,OK,US,0.17497407,0.24229722
Reedy,WV,US,0.26403293,0.13742438
Fultonham,OH,US,0.276612,0.117711306
Idanha,OR,US,0.18018657,0.18896358
Vincent,IA,US,0.20341447,0.14466642
Venango,NE,US,0.17685506,0.20914249
Salamonia,IN,US,0.27182367,0.114673756
Rulo,NE,US,0.19957834,0.19131054
Palmetto,LA,US,0.15670428,0.17506725
GreenSpring,WV,US,0.2627523,0.08254287
Sparta,OH,US,0.26964232,0.10386695
Lonepine,MT,US,0.1934081,0.1488786
Cloverdale,OH,US,0.2538601,0.104477465
SeldoviaVillage,AK,US,0.17802499,0.18080956
LakeLeelanau,MI,US,0.23353225,0.11315711
Wainwright,OK,US,0.18172641,0.23668866
Argyle,MO,US,0.220601,0.22868782
Miller'sCove,TX,US,0.16358042,0.24730437
Arlington,AZ,US,0.19797607,0.038954884
Moonshine,LA,US,0.16669497,0.12882237
Longfellow,PA,US,0.2547307,0.079490714
LaFayette,KY,US,0.23234119,0.17397548
Willapa,WA,US,0.15944907,0.15187833
Lamy,NM,US,0.17670041,0.17014556
Alcalde,NM,US,0.16045538,0.19338395
Tabiona,UT,US,0.18648499,0.1571837
Winchester,AR,US,0.1998495,0.1914028
OaklandAcres,IA,US,0.20672846,0.14646444
SantaClaus,GA,US,0.19234753,0.071924865
TalladegaSprings,AL,US,0.20424487,0.11103422
Prestonville,KY,US,0.25921038,0.16726038
Frannie,WY,US,0.19207436,0.17242931
Daykin,NE,US,0.1869356,0.18273076
FortGreenSprings,FL,US,0.16946806,0.110315554
Midvale,ID,US,0.20087679,0.13493478
HickoryCorners,MI,US,0.2306868,0.10635146
Winona,KS,US,0.16813794,0.2139819
Ulysses,NE,US,0.19271119,0.16906366
Alston,GA,US,0.19117488,0.072390996
McNeal,AZ,US,0.17097498,0.118972145
Pike,CA,US,0.17932603,0.1222081
EllisonBay,WI,US,0.2195641,0.11424728
Rew,PA,US,0.2499755,0.092032894
FountainHill,AR,US,0.19752705,0.20948051
Redmon,IL,US,0.2480103,0.14347294
HumboldtRiverRanch,NV,US,0.19160669,0.10447352
Goehner,NE,US,0.18893659,0.16911522
Booneville,KY,US,0.25528276,0.16821359
Rexford,MT,US,0.19206361,0.1657319
Plainfield,OH,US,0.26482397,0.10831671
Hardtner,KS,US,0.19155301,0.20431647
Leighton,IA,US,0.21246721,0.15132757
Garrett,IL,US,0.23826665,0.13411136
Templeton,VA,US,0.2659641,0.07901152
Chili,WI,US,0.21571244,0.12580411
Blomkest,MN,US,0.20348218,0.13808171
Northwood,PA,US,0.26855016,0.08445924
Lutak,AK,US,0.1896345,0.17935015
Swaledale,IA,US,0.20079428,0.14521348
SilverCity,NV,US,0.1823795,0.08957892
Downieville,CA,US,0.17150122,0.14813584
Summertown,GA,US,0.21225171,0.102877416
KohlsRanch,AZ,US,0.18685105,0.13486621
Greenbush,WI,US,0.2107,0.09491698
LaPlatte,NE,US,0.21089612,0.1519852
KickapooTribalCenter,KS,US,0.19793253,0.20007358
Campus,IL,US,0.22447705,0.11725614
Regent,ND,US,0.18377356,0.17753369
Reddick,IL,US,0.2264421,0.116140515
Calumet,IA,US,0.21576846,0.1426038
CedarCrest,OK,US,0.17916341,0.24207565
Mettler,CA,US,0.20982224,0.038821932
Hurdland,MO,US,0.21420433,0.17205468
Page,WV,US,0.23717248,0.1530854
Villarreal,TX,US,0.13515653,0.24909966
TwinOaks,OK,US,0.17636812,0.24793336
RushCenter,KS,US,0.17543884,0.20696524
Gillham,AR,US,0.1827965,0.25036672
Maxville,MT,US,0.17227028,0.20196305
Gulf,NC,US,0.25220856,0.10054509
Bowman,TN,US,0.22824086,0.14093064
Bieber,CA,US,0.19895972,0.10855459
Coldfoot,AK,US,0.16206972,0.1682163
Grayson,OK,US,0.17943327,0.23260255
Iuka,KS,US,0.18355305,0.20651773
Alderpoint,CA,US,0.1944322,0.12522034
Arkdale,WI,US,0.22824761,0.11379361
Kirwin,KS,US,0.17440294,0.19730093
Elba,MN,US,0.20527904,0.13256438
Coates,MN,US,0.2182124,0.095586784
Hobson,AL,US,0.18225498,0.13576062
Pentress,WV,US,0.2635076,0.10761586
Moorland,IA,US,0.21217735,0.14792678
BrooktreePark,ND,US,0.21591227,0.13281313
TallTimber,CO,US,0.17779388,0.1931357
Kensal,ND,US,0.20504878,0.14994533
Clearmont,MO,US,0.20662682,0.17951041
Marquette,WI,US,0.22982138,0.10073076
Allensville,KY,US,0.24611677,0.15481503
Cornish,OK,US,0.15958522,0.2299125
Yogaville,VA,US,0.25248724,0.120156966
Ogden,AR,US,0.17318225,0.21538115
HendersonPoint,MS,US,0.18777303,0.10095316
Monroe,SD,US,0.2000811,0.15041892
Reasnor,IA,US,0.21029809,0.14669698
McClelland,IA,US,0.22411898,0.1489029
Fenwood,WI,US,0.21192935,0.13337655
Flournoy,CA,US,0.18594435,0.038405173
PitkasPoint,AK,US,0.1765207,0.18714394
Havensville,KS,US,0.19569002,0.20346361
CranberryLake,NY,US,0.22305994,0.094018124
Ulm,AR,US,0.20496121,0.19024208
BearLake,PA,US,0.2504589,0.10301602
Bolivia,NC,US,0.20015363,0.081025854
Middletown,MO,US,0.22205044,0.16804893
Redbird,OK,US,0.18533339,0.22857982
Ruby,AK,US,0.18004663,0.19119753
Alpine,AZ,US,0.17602646,0.13893186
Davey,NE,US,0.20766975,0.16444115
Manter,KS,US,0.17502294,0.21486104
Comfort,WV,US,0.24236879,0.14954945
Yoder,WY,US,0.17474875,0.2107369
Glencoe,OH,US,0.2700202,0.093853466
Harding-BirchLakes,AK,US,0.20219485,0.21526787
Westby,MT,US,0.2005937,0.14732493
Thynedale,VA,US,0.2559256,0.0905425
Hartline,WA,US,0.18902166,0.08964089
Exline,IA,US,0.20899168,0.16859818
LakeMcMurray,WA,US,0.15593466,0.19265611
Kanorado,KS,US,0.17833596,0.22091947
Bogard,MO,US,0.21424834,0.17812276
Norge,OK,US,0.1638094,0.22588551
Allentown,GA,US,0.22161876,0.07655154
Chinook,WA,US,0.1711689,0.15061602
Gakona,AK,US,0.1778117,0.15675238
LaurelMountain,PA,US,0.2683858,0.07104605
RepublicanCity,NE,US,0.1770468,0.191127
WhiteHeath,IL,US,0.238888,0.13146113
Dawn,MO,US,0.21551865,0.18057714
TrinityCenter,CA,US,0.1817159,0.14715019
BlueSky,CO,US,0.17555913,0.18302351
LittleBitterrootLake,MT,US,0.18319166,0.15393455
CenterSandwich,NH,US,0.22475734,0.13358799
Winthrop,NY,US,0.22713558,0.06956092
Hillsboro,NM,US,0.17875151,0.13767573
Glacier,WA,US,0.18859977,0.17588964
Williamson,IA,US,0.2077439,0.16895588
Elvaston,IL,US,0.23267627,0.1536863
Kobuk,AK,US,0.16074596,0.19417195
Ouzinkie,AK,US,0.17931084,0.1809382
Amesville,OH,US,0.27364784,0.13278086
MountUnion,IA,US,0.22159874,0.14865598
SteelyHollow,OK,US,0.17261636,0.24545722
NewCastle,VA,US,0.23684491,0.13947116
Brunsville,IA,US,0.2118264,0.1364115
Kimball,WV,US,0.23689184,0.1522321
Houlton,WI,US,0.21959108,0.10292707
Wheatcroft,KY,US,0.24391437,0.17453958
Cody,NE,US,0.17309272,0.18894206
Grasston,MN,US,0.2163008,0.11747271
Oilton,TX,US,0.14674748,0.25249353
Tanacross,AK,US,0.19500852,0.1464188
DickersonCity,FL,US,0.19478306,0.109684385
Barnes,KS,US,0.18799847,0.19673267
Boardman,NC,US,0.22269705,0.085505545
Braddyville,IA,US,0.20662682,0.17951041
Osage,WY,US,0.17851728,0.18467368
Coleta,IL,US,0.23326187,0.120498925
Slabtown,PA,US,0.23053929,0.063773416
Gilliam,LA,US,0.15644395,0.2283738
Rocky,OK,US,0.1727121,0.22386341
Colfax,ND,US,0.21917503,0.13931715
Cowlington,OK,US,0.1858902,0.24757418
Pax,WV,US,0.23717248,0.1530854
Hemlock,OH,US,0.27006724,0.13375808
CedarGrove,IN,US,0.26372087,0.15109356
Tolna,ND,US,0.20715904,0.14432877
WoodlawnPark,OK,US,0.18122366,0.2101695
Crabtree,PA,US,0.28016815,0.08317476
Arbovale,WV,US,0.24157855,0.14793043
Leeper,PA,US,0.2666469,0.09925465
Brandsville,MO,US,0.20293103,0.23863073
CouncilHill,OK,US,0.18172641,0.23668866
Crandall,IN,US,0.26332855,0.16807118
Sprague,NE,US,0.18959737,0.17832358
BeaverValley,AZ,US,0.18555355,0.1396992
Capron,VA,US,0.26284528,0.08157764
Diehlstadt,MO,US,0.23989634,0.16807613
Frankfort,SD,US,0.20782892,0.14977261
Eros,LA,US,0.16152881,0.20760705
Metamora,IN,US,0.26203233,0.15286899
Indianola,OK,US,0.17400976,0.23912014
Ozora,MO,US,0.22899592,0.17424127
Campbell,MN,US,0.21360701,0.14419432
Nelsonville,WI,US,0.22490433,0.106886
Ridott,IL,US,0.23542085,0.10762144
Louann,AR,US,0.17789799,0.23230214
SummitLake,WI,US,0.21244581,0.13744941
MelvinVillage,NH,US,0.21158075,0.12784328
Volant,PA,US,0.26721457,0.092458606
Abiquiu,NM,US,0.17457813,0.16545068
Navarino,WI,US,0.22539653,0.10775007
GreenMountain,IA,US,0.20198585,0.14339459
Crowheart,WY,US,0.18854728,0.18620303
Waltham,MN,US,0.19753927,0.14184599
Rowan,IA,US,0.19602711,0.14448571
Lincolnshire,KY,US,0.2797568,0.14020388
Litchville,ND,US,0.21405391,0.14563562
Popponesset,MA,US,0.21792296,0.080181986
Waterloo,SC,US,0.22902103,0.13400725
Cable,WI,US,0.20835339,0.13936314
St.Clement,MO,US,0.22403108,0.16776662
Hall,NY,US,0.23245248,0.10273493
Bellingham,MN,US,0.2079564,0.15940237
Connerville,OK,US,0.17772117,0.25020093
Jerusalem,OH,US,0.26883352,0.10822708
WillowCity,ND,US,0.21144082,0.12682581
Landingville,PA,US,0.2330313,0.038935136
Alexandria,MO,US,0.22977783,0.16157098
Ekron,KY,US,0.26277915,0.16331191
Papineau,IL,US,0.23346956,0.113838986
Germantown,KY,US,0.26893798,0.16419856
Brady,MT,US,0.184331,0.17610459
Tatums,OK,US,0.16308723,0.23432143
Martha,OK,US,0.16675182,0.22595263
Tecolote,NM,US,0.16063145,0.18340178
McKeansburg,PA,US,0.23506325,0.035245445
West,MS,US,0.18457454,0.2012845
Wildrose,ND,US,0.20171085,0.15031925
Dola,OH,US,0.26163,0.110624194
SmithIsland,MD,US,0.22717299,0.048332006
AnonRaices,Ponce,PR,0.13090667,0.2209022
Flemington,MO,US,0.20394859,0.24061687
Spray,OR,US,0.18707852,0.122014254
Meriden,IA,US,0.21458454,0.14297211
Genoa,CO,US,0.1812283,0.1959065
GravoisMills,MO,US,0.20782967,0.23421927
Lincoln,IA,US,0.2038571,0.1442455
Longview,IL,US,0.24150436,0.13786297
ExcelsiorEstates,MO,US,0.22611159,0.18034089
SandFork,WV,US,0.26620564,0.14626618
Nicolaus,CA,US,0.2103809,-0.038308736
Reeder,ND,US,0.18341434,0.18373153
Tina,MO,US,0.21636422,0.18139386
Elkton,MN,US,0.19781783,0.13810274
Tyaskin,MD,US,0.23607709,0.05644764
BearCreek,CA,US,0.2103241,-0.060477607
Welton,IA,US,0.23437813,0.11994176
Goodwin,SD,US,0.18773079,0.15355942
Hordville,NE,US,0.18231262,0.1798828
Why,AZ,US,0.175503,0.1229458
Whiteash,IL,US,0.24343507,0.15501156
PineRiver,WI,US,0.22901796,0.09911138
Anthonyville,AR,US,0.21722858,0.18027726
Peterman,AL,US,0.19575895,0.13347965
Reed,AR,US,0.1998495,0.1914028
Searsboro,IA,US,0.21175848,0.14718945
DeerIsland,OR,US,0.14099997,0.14213373
Rarden,OH,US,0.27895862,0.15569068
Beverly,KS,US,0.190408,0.20724197
PaloPinto,TX,US,0.15164909,0.26252654
Barlow,OR,US,0.14060536,0.08331314
Clifton,OH,US,0.27005282,0.12676182
Morrowville,KS,US,0.18618931,0.19192272
WestChester,IA,US,0.22532283,0.14949296
Normandy,TN,US,0.22472553,0.1374821
Summerfield,KS,US,0.18823625,0.19209166
PotteryAddition,OH,US,0.2799497,0.101999305
ElkCity,ID,US,0.17091821,0.19377501
GallatinRiverRanch,MT,US,0.17483097,0.18659627
Harrietta,MI,US,0.22888961,0.109340824
Powell,TX,US,0.152273,0.24984738
LinnGrove,IA,US,0.21346354,0.1472982
Nesbitt,TX,US,0.1510115,0.23951118
MapleFalls,WA,US,0.16779289,0.14058405
Boaz,WI,US,0.2211352,0.12622969
HillsandDales,KY,US,0.26794267,0.15526757
MiltonCenter,OH,US,0.25072518,0.09580679
Dunnell,MN,US,0.20453735,0.14384463
National,MD,US,0.25798085,0.074008815
Crary,ND,US,0.21032313,0.1442467
Rosendale,MO,US,0.21016872,0.18206722
Dayville,OR,US,0.17860742,0.1404119
Morland,KS,US,0.16386987,0.20372848
PineFlat,CA,US,0.17629325,0.08978611
Jakin,GA,US,0.1910459,0.078413844
Wheeler,IL,US,0.2566732,0.14399633
Erhard,MN,US,0.19890657,0.14075705
Leesville,OH,US,0.26115054,0.11348725
Emhouse,TX,US,0.15310115,0.24517997
FallRiver,KS,US,0.21279311,0.21899514
StandardCity,IL,US,0.23474069,0.13758545
BigLake,MO,US,0.19957839,0.19131054
Whitten,IA,US,0.20286389,0.14213584
Windsor,SC,US,0.20494778,0.08874238
Nunez,GA,US,0.20114808,0.07350436
Foss,OK,US,0.17617121,0.2225995
Austwell,TX,US,0.1310025,0.23596801
MontgomeryCreek,CA,US,0.2000603,0.11459643
Alba,PA,US,0.2230284,0.104749635
Northville,SD,US,0.21329941,0.14857304
LawrenceCreek,OK,US,0.18691547,0.2333142
GrandMarsh,WI,US,0.23126818,0.11107147
NorthJohns,AL,US,0.18545213,0.14768302
Camden-on-Gauley,WV,US,0.2403741,0.13400084
Mona,IA,US,0.20306338,0.14271629
CloudLake,FL,US,0.16009691,0.14164032
Kemp,OK,US,0.17369375,0.24221003
BuffaloGap,SD,US,0.1883899,0.20554055
Oconto,NE,US,0.17456755,0.1953883
Wilkesville,OH,US,0.27232406,0.14255175
Casmalia,CA,US,0.1843619,0.096692346
NewLiberty,IA,US,0.22732618,0.12966496
Cuba,KS,US,0.1873026,0.19112688
Kilkenny,MN,US,0.21244307,0.14208868
HenlopenAcres,DE,US,0.22343186,0.06980259
Makoti,ND,US,0.1931006,0.15093471
Summerville,OR,US,0.19785117,0.17124088
Ahmeek,MI,US,0.23116213,0.15335071
Keener,NC,US,0.25431946,0.068152934
Omena,MI,US,0.23612161,0.1296538
Belmore,OH,US,0.25253424,0.103685446
Dennis,OK,US,0.1829995,0.23752938
FortGreely,AK,US,0.19420764,0.186127
Wentworth,MO,US,0.1884,0.2458012
Tupman,CA,US,0.20443892,0.01351949
LaPlace,IL,US,0.240207,0.13022263
Conger,MN,US,0.20079806,0.14486785
Norcatur,KS,US,0.16212001,0.19804803
FreeSoil,MI,US,0.23192951,0.11288932
Limaville,OH,US,0.2734296,0.09461776
Stella,NE,US,0.1982455,0.18761592
Henderson,MD,US,0.24452098,0.025240213
Farson,WY,US,0.18977045,0.17875263
WestRushville,OH,US,0.27224687,0.11382064
RushHill,MO,US,0.2159654,0.1890489
RockFalls,IA,US,0.20261742,0.14401324
Herbst,IN,US,0.26100117,0.121924825
Pawnee,TX,US,0.15607825,0.23791394
Alamillo,NM,US,0.18359828,0.14577465
Floris,IA,US,0.21389963,0.16081177
Ferris,IL,US,0.23267627,0.1536863
Blackey,KY,US,0.23749784,0.1521333
FivePoints,AL,US,0.22317134,0.13537374
Kinney,MN,US,0.20927149,0.14167877
Falcon,MS,US,0.20478642,0.1801133
Siglerville,PA,US,0.25971764,0.075666964
Wyeville,WI,US,0.22732143,0.121693544
Kimmswick,MO,US,0.23828483,0.16832647
Godwin,NC,US,0.25682968,0.05872794
Wilsey,KS,US,0.19965914,0.21202329
Quemado,TX,US,0.1435338,0.23126031
Jette,MT,US,0.17520157,0.16344468
MorseBluff,NE,US,0.20276783,0.1648187
Strasburg,MO,US,0.21224833,0.19616245
Portal,ND,US,0.1937966,0.14029518
Everetts,NC,US,0.24766713,0.08698102
Billingsley,AL,US,0.20223962,0.1308529
Blenheim,SC,US,0.22472589,0.06757213
Conde,SD,US,0.20012933,0.1432992
BenLomond,AR,US,0.17957275,0.22486727
Pickering,MO,US,0.20493709,0.18246846
Kendrick,OK,US,0.18543558,0.23111236
Millersburg,IA,US,0.21677482,0.14321041
LakeSumner,NM,US,0.16814665,0.19335322
MillerCity,OH,US,0.25071043,0.10579579
Carpio,ND,US,0.18826932,0.1517863
MeadowbrookFarm,KY,US,0.2797568,0.14020388
Hatch,UT,US,0.183786,0.1392686
Elizaville,KY,US,0.26450285,0.1697723
SilverPeak,NV,US,0.19253604,0.10605376
Coatsburg,IL,US,0.22857425,0.15309078
Makena,HI,US,0.16477577,0.21840653
Vickery,OH,US,0.25999746,0.090463705
Brandywine,WV,US,0.24527143,0.14175269
DutchJohn,UT,US,0.19268197,0.17919663
Denton,KS,US,0.19888224,0.19222172
Willisville,AR,US,0.18440701,0.23142403
Brookston,MN,US,0.20988365,0.13680421
WatchHill,RI,US,0.21171218,0.03651321
Devol,OK,US,0.16131182,0.22315755
Gaylesville,AL,US,0.22536163,0.12671123
Clements,MN,US,0.20347004,0.14724849
Clemons,IA,US,0.19886671,0.14384738
Yeoman,IN,US,0.2518926,0.12494159
Edmund,WI,US,0.23196101,0.11219327
Kanauga,OH,US,0.2819353,0.13309452
PineLevel,FL,US,0.20155185,0.10759774
Put-in-Bay,OH,US,0.24861178,0.0871519
Felsenthal,AR,US,0.18298088,0.2150528
Heron,MT,US,0.17321445,0.16786614
CatsBridge,VA,US,0.22955236,0.074214935
Pony,MT,US,0.17172629,0.17758648
Haigler,NE,US,0.17585361,0.20712481
Rozel,KS,US,0.17586395,0.20263094
Lloyd,FL,US,0.18092579,0.10588065
Cuney,TX,US,0.14711523,0.26961386
Ezel,KY,US,0.25925195,0.16845137
ChestSprings,PA,US,0.26415032,0.06945157
Crestone,CO,US,0.16920781,0.18854582
Sehili,AZ,US,0.17448953,0.14140794
Anchor,IL,US,0.23080415,0.12990436
Markham,WA,US,0.16804622,0.13580886
Springport,IN,US,0.2649677,0.12527874
Nogal,NM,US,0.17696911,0.17295946
Whittlesey,WI,US,0.2086257,0.13562635
GuOidak,AZ,US,0.17128067,0.12559678
LoneRock,IA,US,0.20741557,0.1458192
WahakHotrontk,AZ,US,0.17617549,0.11818773
Ames,NY,US,0.22856312,0.099992506
StoneLake,WI,US,0.21116602,0.13032423
Burbank,OK,US,0.1988378,0.21430328
Romeville,LA,US,0.16669497,0.12882237
Gardners,PA,US,0.25846967,0.04339466
Christie,OK,US,0.17039566,0.24481644
Marydel,MD,US,0.24755615,0.013927093
Buckhorn,KY,US,0.24967478,0.16434503
Shirleysburg,PA,US,0.26429206,0.0743612
Fowlerville,NY,US,0.23258267,0.08879128
Newald,WI,US,0.21094848,0.13660413
Harman,WV,US,0.23960763,0.1352804
Zena,OK,US,0.1829995,0.23752938
Box,OK,US,0.17699784,0.2533831
Woodlawn,AR,US,0.19716969,0.20577487
Muncie,IL,US,0.24507101,0.13770704
Walthall,MS,US,0.19803697,0.18880153
Hookstown,PA,US,0.2802121,0.086369194
Cassville,PA,US,0.2658048,0.07600137
Shubert,NE,US,0.20158954,0.18821704
Aubrey,AR,US,0.21093656,0.18627816
Anselmo,NE,US,0.1743038,0.2016255
NorthWashington,IA,US,0.20408112,0.13525248
Hardwick,CA,US,0.2202186,-0.045820013
BrickCenter,CO,US,0.18124908,0.18832387
Latham,KS,US,0.19855823,0.20825301
HaivanaNakya,AZ,US,0.17358895,0.12764172
Weskan,KS,US,0.18021284,0.2101778
Upham,ND,US,0.202534,0.1409043
SanPedro,NM,US,0.1742868,0.167692
Iroquois,IL,US,0.23970367,0.12341863
Alvo,NE,US,0.19497813,0.16742447
Summit,OK,US,0.18314657,0.24608448
Netawaka,KS,US,0.1968791,0.20203291
NeoshoFalls,KS,US,0.2112625,0.21139233
Okolona,AR,US,0.18960309,0.24227655
Greensboro,IN,US,0.2600317,0.12961476
Jerseytown,PA,US,0.2343205,0.06530382
Cashiers,NC,US,0.20755544,0.18078697
Artesian,SD,US,0.20624901,0.14985417
Brooks,MN,US,0.2143968,0.13602135
Sasakwa,OK,US,0.18053083,0.24737813
Sedgwick,CO,US,0.17190021,0.19121192
Hanover,WI,US,0.22840953,0.098636255
Virgilina,VA,US,0.24571036,0.10305607
Normanna,TX,US,0.1561536,0.2354236
Marmarth,ND,US,0.1886143,0.1838119
Cherokee,CA,US,0.21160479,0.030434195
MaishVaya,AZ,US,0.1793154,0.10248947
DuBois,NE,US,0.19401911,0.19329481
LaCueva,NM,US,0.17098197,0.16253017
Bee,OK,US,0.17669809,0.2417308
CrystalBeach,AZ,US,0.19562769,0.09252544
PineLake,AZ,US,0.18675295,0.1163187
SanIsidro,TX,US,0.14127593,0.24720061
Lena,MS,US,0.17129749,0.18794324
Burtrum,MN,US,0.20836608,0.14207757
Houghton,IA,US,0.22132349,0.15651053
Pontoosuc,IL,US,0.23164615,0.15391947
Parrott,GA,US,0.19909674,0.07427958
Dooling,GA,US,0.20256323,0.063874215
St.Xavier,MT,US,0.16545816,0.20753933
BirchRiver,WV,US,0.2426599,0.13824809
GlenHope,PA,US,0.26029786,0.08555342
Bogue,KS,US,0.16967238,0.19817226
Iola,IL,US,0.2553894,0.14259532
Pollard,AL,US,0.19468176,0.1021188
St.Lucas,IA,US,0.21104974,0.13872272
Kevin,MT,US,0.19062991,0.18006709
Sylvester,WV,US,0.23617372,0.14911704
PickCity,ND,US,0.2000813,0.14915332
Thurston,NE,US,0.2075016,0.16291565
Lockington,OH,US,0.27666906,0.115788914
Ranger,GA,US,0.22717127,0.11257486
Broadwell,IL,US,0.23380655,0.14153303
Cadiz,IN,US,0.2649677,0.12527874
StarkCity,MO,US,0.17920615,0.24714896
Huntersville,WV,US,0.24167992,0.144733
